objectid,original_spreadsheet,filename,title,creator,description,date,date is approximate,subjects,latitude,longitude,Source,Donor,Identifier,Rights,Standardized Rights,Format Original,youtubeid,Type,Format,object_template,object_download,image_small,image_thumb
twrs181,artifacts,DSC_0323.JPG,Winchester Reloading Tool,,"Reloading Tool manufactured by the Winchester Arms Co. New Haven, CT Pat. February 13 1894",1894-02-13,,Tools,45.102402,-114.850242,,,DSC_0323,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0323.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0323_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0323_th.jpg
twrs182,artifacts,DSC_0324.JPG,"M. Klein & Sons Tools Cable Crimper Clamp Splicer Chicago, IL",,"M. Klein & Sons Tools Cable Crimper Clamp Splicer Chicago, IL",,,Tools,45.102402,-114.850242,,,DSC_0324,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0324.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0324_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0324_th.jpg
twrs183,artifacts,DSC_0325.JPG,Bullet Mold,,Bullet Mold,,,Tools,45.102402,-114.850242,,,DSC_0325,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0325.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0325_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0325_th.jpg
twrs184,artifacts,DSC_0326.JPG,Bullet Mold,,Bullet Mold,,,Tools,45.102402,-114.850242,,,DSC_0326,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0326.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0326_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0326_th.jpg
twrs185,artifacts,DSC_0327.JPG,Metal Measuring Cup,,Metal Measuring Cup,,1893-1905,Tools,45.102402,-114.850242,,,DSC_0327,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0327.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0327_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0327_th.jpg
twrs186,artifacts,DSC_0328.JPG,Vintage A.G. Williams Co Iron,,"Vintage A.G. Williams Co Iron made in Ravenna, OH",,1893-1905,dorothy taylor,45.102402,-114.850242,,,DSC_0328,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0328.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0328_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0328_th.jpg
twrs187,artifacts,DSC_0329.JPG,Vintage A.G. Williams Co Iron,,"Vintage A.G. Williams Co Iron made in Ravenna, OH",,1893-1905,Dorothy taylor,45.102402,-114.850242,,,DSC_0329,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0329.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0329_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0329_th.jpg
twrs188,artifacts,DSC_0332.JPG,Vintage A.G. Williams Co Iron,,"Vintage A.G. Williams Co Iron made in Ravenna, OH",,,Dorothy taylor,45.102402,-114.850242,,,DSC_0332,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0332.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0332_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0332_th.jpg
twrs189,artifacts,DSC_0333.JPG,Kitchenware,,The trail along Big Creek used to be impassible through the Gorge. People traveling east towards the Middle Fork of the Salmon used to travel up Pioneer Creek and over the mountains. These items were found at an old campsite. Many of these types of items were found after the Diamond Complex fire in 2000,,,Pioneer Creek; Kitchenware,,,,,DSC_0333,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0333.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0333_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0333_th.jpg
twrs190,artifacts,DSC_0334.JPG,Mule and Horse Shoes,,The trail along Big Creek used to be impassible through the Gorge. People traveling east towards the Middle Fork of the Salmon used to travel up Pioneer Creek and over the mountains. These items were found at an old campsite. Many of these types of items were found after the Diamond Complex fire in 2000,,,Pioneer Creek; Kitchenware,,,,,DSC_0334,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0334.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0334_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0334_th.jpg
twrs191,artifacts,DSC_0335.JPG,Shoshone-Bannock Grinding Stone,,Shoshone-Bannock Grinding Stone,,,shoshone-bannock,,,,,DSC_0335,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0335.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0335_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0335_th.jpg
twrs192,artifacts,DSC_0336.JPG,Shoshone-Bannock Grinding Stone,,Shoshone-Bannock Grinding Stone,,,shoshone-bannock,,,,,DSC_0336,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0336.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0336_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0336_th.jpg
twrs193,artifacts,DSC_0337.JPG,Old Bottles,,The trail along Big Creek used to be impassible through the Gorge. People traveling east towards the Middle Fork of the Salmon used to travel up Pioneer Creek and over the mountains. These items were found at an old campsite. Many of these types of items were found after the Diamond Complex fire in 2000,,1930-1950,Pioneer Creek; Kitchenware,,,,,DSC_0337,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0337.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0337_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0337_th.jpg
twrs194,artifacts,DSC_0338.JPG,Certo Brown Bottle,,This Brown Bottle held Certo which was a fruit pectin used to make jams and jellys. ,,1930-1950,Pioneer Creek; Kitchenware,,,,,DSC_0338,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0338.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0338_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0338_th.jpg
twrs195,artifacts,DSC_0339.JPG,White Sewing Machine,,Dorothy Taylor's sewing machine ,,1913,Dorothy Taylor,45.102402,-114.850242,,,DSC_0339,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0339.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0339_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0339_th.jpg
twrs196,artifacts,DSC_0340.JPG,White Sewing Machine,,Dorothy Taylor's sewing machine ,,1913,Dorothy Taylor,45.102402,-114.850242,,,DSC_0340,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0340.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0340_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0340_th.jpg
twrs197,artifacts,DSC_0341.JPG,White Sewing Machine,,Upholstery cloth and ribbons. ,,,Dorothy Taylor,45.102402,-114.850242,,,DSC_0341,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0341.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0341_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0341_th.jpg
twrs198,artifacts,DSC_0342.JPG,White Sewing Machine,,"Pin cushion, pins, thread, and ruler",,,Dorothy Taylor,45.102402,-114.850242,,,DSC_0342,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0342.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0342_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0342_th.jpg
twrs199,artifacts,DSC_0343.JPG,White Sewing Machine,,Sewing Machine attachments,,,Dorothy Taylor,45.102402,-114.850242,,,DSC_0343,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0343.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0343_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0343_th.jpg
twrs200,artifacts,DSC_0344.JPG,White Sewing Machine,,Sewing Knick-Knacks,,,Dorothy Taylor,45.102402,-114.850242,,,DSC_0344,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0344.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0344_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0344_th.jpg
twrs201,artifacts,DSC_0345.JPG,White Sewing Machine,,Sewing Knick-Knacks,,,Dorothy Taylor,45.102402,-114.850242,,,DSC_0345,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0345.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0345_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0345_th.jpg
twrs202,artifacts,DSC_0347.JPG,Taylor Museum Corner,,The Lanham Cabin is now used as a lab and living quarters at Taylor. In a corner of the lab is a small museum full of artifacts and pictures that have been collected over the years. ,,,Taylor Ranch,45.102402,-114.850242,,,DSC_0347,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0347.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0347_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0347_th.jpg
twrs203,artifacts,DSC_0348.JPG,University of Idaho Snowshoes,,University of Idaho Snowshoes,,,,45.102402,-114.850242,,,DSC_0348,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0348.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0348_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0348_th.jpg
twrs204,artifacts,DSC_0349.JPG,University of Idaho Snowshoes,,University of Idaho Snowshoes,,,,45.102402,-114.850242,,,DSC_0349,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0349.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0349_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0349_th.jpg
twrs205,artifacts,DSC_0350.JPG,Bedside Table in Hornocker Cabin,,Bedside Table in Hornocker Cabin,,,,45.10223,-114.85086,,,DSC_0350,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0350.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0350_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0350_th.jpg
twrs206,artifacts,DSC_0352.JPG,Maurice Hornocker Biography,,Maurice Hornocker Biography,,,Maurice Hornocker,45.10223,-114.85086,,,DSC_0352,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0352.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0352_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0352_th.jpg
twrs207,artifacts,DSC_0353.JPG,Maurice Hornocker with a mountain lion during one of his studies. ,,Maurice Hornocker with a mountain lion during one of his studies. ,,,Maurice Hornocker; Mountain Lion,45.10223,-114.85086,,,DSC_0353,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0353.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0353_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0353_th.jpg
twrs208,artifacts,DSC_0354.JPG,Picture of Elk taken by Maurice Hornocker,,Picture of Elk taken by Maurice Hornocker,,,Maurice Hornocker; Elk,45.10223,-114.85086,,,DSC_0354,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0354.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0354_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0354_th.jpg
twrs209,artifacts,DSC_0355.JPG,Picture of Bill Wallace and Mary Acker,,"After a trip to Taylor, Bill Wallace and Mary Acker contributed funds to help restore the original Lewis Cabin. ",2005,,Bill Wallace; Dave Lewis,45.101824,-114.850659,,,DSC_0355,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0355.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0355_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0355_th.jpg
twrs210,artifacts,DSC_0357.JPG,Bill Wallace and Mary Acker,,An account of Bill Wallace and Mary Acker's time spent at Taylor and the contributions they made to assist in the restoration of the original Lewis Cabin. ,2005,,Bill Wallace; Dave Lewis,45.101824,-114.850659,,,DSC_0357,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0357.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0357_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0357_th.jpg
twrs211,artifacts,DSC_0358.JPG,Dave Lewis Lodge,,An account of the Dave Lewis Cabin,,,Dave Lewis,45.101824,-114.850659,,,DSC_0358,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0358.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0358_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0358_th.jpg
twrs212,artifacts,DSC_0359.JPG,Picture of hunters with Dave Lewis at his cabin. ,,"During his time along Big Creek, Dave Lewis guided many hunters and fisherman. Here is a picture of them gathered around his cabin. Dave Lewis is the second from the right surrounded by his hunting dogs. ",,,Dave Lewis; Big Creek,45.101824,-114.850659,,,DSC_0359,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0359.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0359_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0359_th.jpg
twrs213,artifacts,DSC_0360.JPG,Arlow Lewis,,Arlow Lewis was the caretaker of Taylor Ranch for several years. He is seen on the far left with the glasses. ,,1970s,Arlow Lewis,,,,,DSC_0360,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0360.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0360_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0360_th.jpg
twrs214,artifacts,DSC_0462.JPG,Homemade key chain for Jess R. Taylors Keys. ,,Homemade key chain for Jess R. Taylors Keys. ,,1940-1960,Jess Taylor,45.10223,-114.85086,,,DSC_0462,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0462.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0462_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0462_th.jpg
twrs215,artifacts,DSC_0463.JPG,Broad Axe used to build the Dave Lewis Cabin,,Broad Axe used to build the Dave Lewis Cabin,,,Dave Lewis,45.101824,-114.850659,,,DSC_0463,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0463.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0463_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0463_th.jpg
twrs216,artifacts,DSC_0465.JPG,Ammunition left in the tree that once stood in front of the Dave Lewis Cabin. ,,"A tree once stood in front of the Dave Lewis Cabin. When it had to be cut, the tree was used to make boards. When planing down the planks, these bullets were found imbedded in the tree. ",,,Dave Lewis,45.101824,-114.850659,,,DSC_0465,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0465.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0465_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0465_th.jpg
twrs217,artifacts,DSC_0466.JPG,Ammunition left in the tree that once stood in front of the Dave Lewis Cabin. ,,"A tree once stood in front of the Dave Lewis Cabin. When it had to be cut, the tree was used to make boards. When planing down the planks, these bullets were found imbedded in the tree. ",,,Dave Lewis,45.101824,-114.850659,,,DSC_0466,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0466.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0466_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0466_th.jpg
twrs218,artifacts,DSC_0469.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,45.101824,-114.850659,,,DSC_0469,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0469.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0469_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0469_th.jpg
twrs219,artifacts,DSC_0470.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,45.101824,-114.850659,,,DSC_0470,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0470.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0470_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0470_th.jpg
twrs220,artifacts,DSC_0471.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,45.101824,-114.850659,,,DSC_0471,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0471.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0471_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0471_th.jpg
twrs221,artifacts,DSC_0472.JPG,Arrowhead,,Typical game point arrowhead,,,Indigenous Tribe,45.101824,-114.850659,,,DSC_0472,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0472.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0472_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0472_th.jpg
twrs222,artifacts,DSC_0473.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,45.101824,-114.850659,,,DSC_0473,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0473.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0473_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0473_th.jpg
twrs223,artifacts,DSC_0475.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,45.101824,-114.850659,,,DSC_0475,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0475.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0475_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0475_th.jpg
twrs224,artifacts,DSC_0476.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,45.101824,-114.850659,,,DSC_0476,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0476.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0476_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0476_th.jpg
twrs225,artifacts,DSC_0477.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,45.101824,-114.850659,,,DSC_0477,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0477.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0477_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0477_th.jpg
twrs226,artifacts,DSC_0478.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,45.101824,-114.850659,,,DSC_0478,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0478.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0478_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0478_th.jpg
twrs227,artifacts,DSC_0479.JPG,Jess Taylor's Rocking Chair,,Jess Taylor's Rocking Chair,,,Jess Taylor,45.102346,-114.851441,,,DSC_0479,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0479.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0479_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0479_th.jpg
twrs228,artifacts,DSC_0480.JPG,Jess Taylor's Rocking Chair,,Jess Taylor's Rocking Chair,,,Jess Taylor,45.102346,-114.851441,,,DSC_0480,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0480.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0480_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0480_th.jpg
twrs229,artifacts,PXL_20201019_160415006.jpg,Rake and Mower for Haying,,The mower and rake once used for haying the airstrip and pasture at Taylor Ranch. Both pieces of machinery were used with mules.,,1939-1951,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160415006,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/PXL_20201019_160415006.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/pxl_20201019_160415006_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pxl_20201019_160415006_th.jpg
twrs230,artifacts,PXL_20201019_160402168.jpg,IHC Mower Serial Number,,International Harverster Co. (IHC) Mower Serial Number. This was the last model of horse drawn sickle mowers made by International. ,,1939-1951,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160402168,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/PXL_20201019_160402168.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/pxl_20201019_160402168_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pxl_20201019_160402168_th.jpg
twrs231,artifacts,PXL_20201019_160358585.jpg,IHC No. 9 Mower,,International Harverster Co. (IHC) No. 9 Mower. This was the last model of horse drawn sickle mowers made by International. ,,1939-1951,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160358585,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/PXL_20201019_160358585.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/pxl_20201019_160358585_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pxl_20201019_160358585_th.jpg
twrs232,artifacts,PXL_20201019_160346435.jpg,IHC McCormick Rake,,International Harverster Co (IHC) McCormick Rake,,,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160346435,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/PXL_20201019_160346435.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/pxl_20201019_160346435_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pxl_20201019_160346435_th.jpg
twrs233,artifacts,PXL_20201019_160338485.jpg,IHC McCormick Rake,,International Harverster Co (IHC) McCormick Rake,,,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160338485,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/PXL_20201019_160338485.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/pxl_20201019_160338485_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pxl_20201019_160338485_th.jpg
twrs234,artifacts,PXL_20201019_160325609.jpg,IHC McCormick Rake,,International Harverster Co (IHC) McCormick Rake,,,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160325609,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/PXL_20201019_160325609.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/pxl_20201019_160325609_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pxl_20201019_160325609_th.jpg
twrs235,artifacts,https://digital.lib.uidaho.edu/digital/collection/pg1/id/2866,Wildlife Resources. University of Idaho. Dr. Maurice Hornocker and mountain lion in the central Idaho primitive area. [255-4],,1968 photograph of Wildlife Resources. Dr. Maurice Hornocker examining a mountain lion,1968,,maurice hornocker; mountain lion,,,"PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives,",,PG1_255-04,"Digital Image Copyright 2013, University of Idaho Library",,8x10 black and white print,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://digital.lib.uidaho.edu/digital/collection/pg1/id/2866,https://webpages.uidaho.edu/library/twrs/objects/small/https://digital_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://digital_th.jpg
twrs236,artifacts,https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho857.html,"Cave near Cave Creek, Big Creek","Benedict, M.S.",A view of a Cave near Cave Creek and Big Creek in the Salmon-Challis National Forest.,1937,,big creek; cave creek,45.134562,-114.95419,IntermtnPics37,USFS Number:363487,,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho857.html,https://webpages.uidaho.edu/library/twrs/objects/small/https://www_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://www_th.jpg
twrs237,artifacts,https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho966.html,Riding along river at Taylor Ranch,,Riding along river at Taylor Ranch,1954,,big creek; taylor ranch; airstrip,45.102978,-114.852065,Payette120,,,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho966.html,https://webpages.uidaho.edu/library/twrs/objects/small/https://www_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://www_th.jpg
twrs238,artifacts,https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho1029.html,"Dave Lewis Ranch, Big Creek 2","Benedict, M.S.",View of the Lewis Place and up Pioneer Creek from the first bench across Big Creek. ,1937,,big creek; dave lewis; taylor ranch; pioneer creek,45.10561,-114.847354,IntermtnPics56,USFS Number:363442,,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho1029.html,https://webpages.uidaho.edu/library/twrs/objects/small/https://www_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://www_th.jpg
